flight_id,airline_code,airline_name,alliance,flight_numbers,origin,origin_city,destination,destination_city,departure_utc,arrival_utc,duration_minutes,stops,layover_airports,layover_minutes,cabin_class,price,currency,seats_available,aircraft_type,on_time_performance,baggage_included,refundable,demand_level,season,is_holiday_season,duration_hours,is_direct,price_per_hour,departure_hour_utc,is_redeye,layover_hours,inconvenience_score,price_norm,duration_minutes_norm,inconvenience_score_norm
F000086,TG,Thai Airways,star,TG5406;TG4075,DOH,Doha,LAX,Los Angeles,2025-09-02 09:55:00+00:00,2025-09-03 07:32:00+00:00,1297,1,SFO,203,Economy,936.02,USD,5,A350-900,83,False,False,medium,shoulder,False,21.62,False,43.29,9,False,3.38,4.54,0.0504,0.313,0.4649
F000087,TK,Turkish Airlines,star,TK9843;TK5852,DOH,Doha,LAX,Los Angeles,2025-09-02 09:25:00+00:00,2025-09-03 10:09:00+00:00,1484,1,ICN,154,Premium Economy,1853.99,USD,6,A320neo,78,True,False,medium,shoulder,False,24.73,False,74.97,9,False,2.57,4.385,0.102,0.3604,0.4483
F000088,TG,Thai Airways,star,TG8785;TG1611,DOH,Doha,LAX,Los Angeles,2025-09-02 08:55:00+00:00,2025-09-03 14:36:00+00:00,1781,1,SIN,179,Economy,977.47,USD,4,B737-800,83,True,False,medium,shoulder,False,29.68,False,32.93,8,False,2.98,4.34,0.0527,0.4356,0.4435
F000089,QF,Qantas,oneworld,QF3321;QF2970;QF8256,CPT,Cape Town,PEK,Beijing,2025-06-29 07:50:00+00:00,2025-07-01 07:03:00+00:00,2833,2,JFK;SIN,285,Economy,750.85,USD,8,E190,76,True,False,low,winter_low,False,47.22,False,15.9,7,False,4.75,7.575,0.04,0.7022,0.79
F000090,CX,Cathay Pacific,oneworld,CX8135;CX7759,CPT,Cape Town,PEK,Beijing,2025-06-29 05:50:00+00:00,2025-06-30 05:32:00+00:00,1422,1,NRT,74,Economy,921.24,USD,8,B777-300ER,90,False,True,low,winter_low,False,23.7,False,38.87,5,True,1.23,3.115,0.0495,0.3447,0.3123
F000091,SQ,Singapore Airlines,star,SQ4185,JFK,New York,CPT,Cape Town,2025-05-28 17:25:00+00:00,2025-05-29 09:47:00+00:00,982,0,,0,Economy,1407.17,USD,4,A320neo,91,True,False,medium,shoulder,False,16.37,True,85.96,17,False,0.0,0.45,0.0769,0.2331,0.0268
F000092,TK,Turkish Airlines,star,TK5075,JFK,New York,CPT,Cape Town,2025-05-28 17:25:00+00:00,2025-05-29 09:47:00+00:00,982,0,,0,Economy,1217.58,USD,6,E190,91,True,False,medium,shoulder,False,16.37,True,74.38,17,False,0.0,0.45,0.0662,0.2331,0.0268
F000093,AA,American Airlines,oneworld,AA3156;AA225,JFK,New York,CPT,Cape Town,2025-05-28 17:25:00+00:00,2025-05-29 15:25:00+00:00,1320,1,LHR,99,Economy,868.53,USD,5,B777-300ER,84,False,True,medium,shoulder,False,22.0,False,39.48,17,False,1.65,3.625,0.0466,0.3188,0.3669
F000094,AA,American Airlines,oneworld,AA7236;AA672,JFK,New York,CPT,Cape Town,2025-05-28 16:55:00+00:00,2025-05-30 04:03:00+00:00,2108,1,ICN,174,Economy,894.72,USD,5,A320neo,81,True,True,medium,shoulder,False,35.13,False,25.47,16,False,2.9,4.4,0.0481,0.5185,0.4499
F000095,TK,Turkish Airlines,star,TK9726,PVG,Shanghai,HKG,Hong Kong,2025-07-21 08:40:00+00:00,2025-07-21 10:54:00+00:00,134,0,,0,Economy,241.61,USD,4,B767-300,87,True,False,high,summer_peak,False,2.23,True,108.35,8,False,0.0,0.65,0.0113,0.0182,0.0482
F000096,TK,Turkish Airlines,star,TK8505,PVG,Shanghai,HKG,Hong Kong,2025-07-21 08:10:00+00:00,2025-07-21 10:24:00+00:00,134,0,,0,Premium Economy,352.6,USD,2,B767-300,81,True,False,high,summer_peak,False,2.23,True,158.12,8,False,0.0,0.95,0.0176,0.0182,0.0803
F000097,QF,Qantas,oneworld,QF570,PVG,Shanghai,HKG,Hong Kong,2025-07-21 09:40:00+00:00,2025-07-21 11:54:00+00:00,134,0,,0,Economy,281.94,USD,7,E190,90,True,True,high,summer_peak,False,2.23,True,126.43,9,False,0.0,0.5,0.0136,0.0182,0.0321
F000098,AA,American Airlines,oneworld,AA1540;AA3809,PVG,Shanghai,HKG,Hong Kong,2025-07-21 09:40:00+00:00,2025-07-22 12:18:00+00:00,1598,1,CDG,104,Economy,156.36,USD,4,A330-300,78,False,False,high,summer_peak,False,26.63,False,5.87,9,False,1.73,3.965,0.0066,0.3893,0.4033
F000099,QF,Qantas,oneworld,QF3076;QF4875;QF1987,PVG,Shanghai,HKG,Hong Kong,2025-07-21 08:40:00+00:00,2025-07-22 18:19:00+00:00,2019,2,DOH;LHR,275,Economy,160.48,USD,4,E190,73,False,False,high,summer_peak,False,33.65,False,4.77,8,False,4.58,7.64,0.0068,0.4959,0.797
F000100,TG,Thai Airways,star,TG9349;TG3829,PVG,Shanghai,HKG,Hong Kong,2025-07-21 08:10:00+00:00,2025-07-22 12:20:00+00:00,1690,1,CDG,196,Economy,166.81,USD,6,B787-9,76,False,False,high,summer_peak,False,28.17,False,5.92,8,False,3.27,4.835,0.0071,0.4126,0.4965
F000101,NH,ANA,star,NH5319;NH3542,PVG,Shanghai,HKG,Hong Kong,2025-07-21 09:10:00+00:00,2025-07-22 10:57:00+00:00,1547,1,FRA,117,Business,584.78,USD,4,A321neo,78,True,True,high,summer_peak,False,25.78,False,22.68,9,False,1.95,4.075,0.0306,0.3763,0.4151
F000102,DL,Delta,skyteam,DL2347;DL2337;DL8069,CPT,Cape Town,FCO,Rome,2025-08-15 10:05:00+00:00,2025-08-16 19:37:00+00:00,2012,2,HKG;IST,303,Economy,455.09,USD,9,B787-9,76,True,True,low,winter_low,False,33.53,False,13.57,10,False,5.05,7.725,0.0233,0.4942,0.8061
F000103,QF,Qantas,oneworld,QF2636;QF9908;QF7655,CPT,Cape Town,FCO,Rome,2025-08-15 07:35:00+00:00,2025-08-16 22:25:00+00:00,2330,2,ICN;DXB,358,Economy,601.9,USD,7,A350-900,78,True,False,low,winter_low,False,38.83,False,15.5,7,False,5.97,8.085,0.0316,0.5748,0.8447
F000104,NH,ANA,star,NH4843;NH2854;NH9234,CPT,Cape Town,FCO,Rome,2025-08-15 08:35:00+00:00,2025-08-16 05:46:00+00:00,1271,2,LHR;FRA,306,Economy,561.61,USD,4,A320neo,81,True,False,low,winter_low,False,21.18,False,26.52,8,False,5.1,7.5,0.0293,0.3064,0.782
F000105,QR,Qatar Airways,oneworld,QR4785;QR4219,CPT,Cape Town,FCO,Rome,2025-08-15 10:05:00+00:00,2025-08-16 13:00:00+00:00,1615,1,SIN,57,Business,2221.28,USD,9,A350-900,83,True,True,low,winter_low,False,26.92,False,82.51,10,False,0.95,3.325,0.1226,0.3936,0.3348
F000106,TG,Thai Airways,star,TG6137,CPT,Cape Town,FRA,Frankfurt,2025-01-29 03:30:00+00:00,2025-01-29 15:54:00+00:00,744,0,,0,Economy,1284.05,USD,3,B767-300,83,False,False,high,summer_peak,False,12.4,True,103.55,3,True,0.0,0.85,0.0699,0.1728,0.0696
F000107,JL,Japan Airlines,oneworld,JL1856,CPT,Cape Town,FRA,Frankfurt,2025-01-29 02:00:00+00:00,2025-01-29 14:24:00+00:00,744,0,,0,Economy,1395.66,USD,6,B777-300ER,84,False,False,high,summer_peak,False,12.4,True,112.55,2,True,0.0,0.8,0.0762,0.1728,0.0643
F000108,KL,KLM,skyteam,KL3226;KL3676;KL6202,CPT,Cape Town,FRA,Frankfurt,2025-01-29 02:30:00+00:00,2025-01-30 11:29:00+00:00,1979,2,DXB;ICN,142,Premium Economy,1686.71,USD,2,A320neo,75,True,False,high,summer_peak,False,32.98,False,51.14,2,True,2.37,6.435,0.0926,0.4858,0.6679
F000109,AA,American Airlines,oneworld,AA2794;AA6306,CPT,Cape Town,FRA,Frankfurt,2025-01-29 03:30:00+00:00,2025-01-30 15:22:00+00:00,2152,1,LAX,167,Economy,867.62,USD,4,A320neo,76,True,False,high,summer_peak,False,35.87,False,24.19,3,True,2.78,4.59,0.0465,0.5297,0.4703
F000110,NH,ANA,star,NH3194,DEL,Delhi,ICN,Seoul,2026-04-26 05:55:00+00:00,2026-04-26 12:23:00+00:00,388,0,,0,Economy,567.58,USD,4,B787-9,88,False,True,medium,shoulder,False,6.47,True,87.72,5,True,0.0,0.6,0.0297,0.0826,0.0428
F000111,AA,American Airlines,oneworld,AA5998,DEL,Delhi,ICN,Seoul,2026-04-26 04:55:00+00:00,2026-04-26 11:23:00+00:00,388,0,,0,Economy,487.34,USD,7,A350-900,90,False,False,medium,shoulder,False,6.47,True,75.32,4,True,0.0,0.5,0.0252,0.0826,0.0321
F000112,SQ,Singapore Airlines,star,SQ3811;SQ8967;SQ9483,DEL,Delhi,ICN,Seoul,2026-04-26 05:25:00+00:00,2026-04-27 09:43:00+00:00,1698,2,CDG;AMS,416,Premium Economy,600.2,USD,8,A321neo,83,True,False,medium,shoulder,False,28.3,False,21.21,5,True,6.93,8.315,0.0315,0.4146,0.8693
F000113,LH,Lufthansa,star,LH9017;LH2905,DEL,Delhi,ICN,Seoul,2026-04-26 04:55:00+00:00,2026-04-27 11:56:00+00:00,1861,1,SFO,172,Economy,402.63,USD,4,E190,84,True,True,medium,shoulder,False,31.02,False,12.98,4,True,2.87,4.235,0.0204,0.4559,0.4322
F000114,UA,United Airlines,star,UA1536;UA3403,DEL,Delhi,ICN,Seoul,2026-04-26 05:55:00+00:00,2026-04-27 04:01:00+00:00,1326,1,CDG,85,Business,1310.53,USD,7,A321neo,84,True,True,medium,shoulder,False,22.1,False,59.3,5,True,1.42,3.51,0.0714,0.3203,0.3546
F000115,NH,ANA,star,NH1732;NH5928,DEL,Delhi,ICN,Seoul,2026-04-26 06:55:00+00:00,2026-04-27 00:57:00+00:00,1082,1,IST,66,Economy,449.56,USD,7,B737-800,87,False,True,medium,shoulder,False,18.03,False,24.93,6,False,1.1,3.2,0.023,0.2585,0.3214
F000116,CX,Cathay Pacific,oneworld,CX9738,SFO,San Francisco,BOM,Mumbai,2025-12-29 09:05:00+00:00,2025-12-30 02:38:00+00:00,1053,0,,0,Economy,2580.44,USD,3,B767-300,82,False,False,peak,year_end_holidays,True,17.55,True,147.03,9,False,0.0,0.9,0.1428,0.2511,0.075
F000117,EK,Emirates,none,EK505,SFO,San Francisco,BOM,Mumbai,2025-12-29 08:05:00+00:00,2025-12-30 01:38:00+00:00,1053,0,,0,Business,10341.36,USD,3,A330-300,80,True,True,peak,year_end_holidays,True,17.55,True,589.25,8,False,0.0,1.0,0.579,0.2511,0.0857
F000118,KE,Korean Air,skyteam,KE680,SFO,San Francisco,BOM,Mumbai,2025-12-29 08:35:00+00:00,2025-12-30 02:08:00+00:00,1053,0,,0,Economy,2373.97,USD,1,A330-300,76,False,False,peak,year_end_holidays,True,17.55,True,135.27,8,False,0.0,1.2,0.1312,0.2511,0.1071
F000119,AF,Air France,skyteam,AF9753;AF815,SFO,San Francisco,BOM,Mumbai,2025-12-29 07:05:00+00:00,2025-12-30 06:40:00+00:00,1415,1,DOH,190,Economy,1636.12,USD,2,A330-300,72,False,False,peak,year_end_holidays,True,23.58,False,69.39,7,False,3.17,4.985,0.0897,0.3429,0.5126
F000120,KL,KLM,skyteam,KL2489;KL2453;KL4567,SFO,San Francisco,BOM,Mumbai,2025-12-29 08:05:00+00:00,2025-12-30 10:41:00+00:00,1596,2,LHR;FRA,290,Business,5720.95,USD,4,A380-800,64,True,True,peak,year_end_holidays,True,26.6,False,215.07,8,False,4.83,8.215,0.3193,0.3887,0.8586
F000121,QF,Qantas,oneworld,QF2570;QF2321,BOM,Mumbai,PEK,Beijing,2025-09-26 12:45:00+00:00,2025-09-27 22:03:00+00:00,1998,1,LAX,117,Premium Economy,832.01,USD,4,A320neo,87,True,False,medium,shoulder,False,33.3,False,24.99,12,False,1.95,3.625,0.0445,0.4906,0.3669
F000122,CX,Cathay Pacific,oneworld,CX1304;CX3216;CX9657,BOM,Mumbai,PEK,Beijing,2025-09-26 12:15:00+00:00,2025-09-28 04:01:00+00:00,2386,2,HKG;LAX,320,Economy,366.95,USD,3,E190,81,True,False,medium,shoulder,False,39.77,False,9.23,12,False,5.33,7.615,0.0184,0.589,0.7943
F000123,BA,British Airways,oneworld,BA881;BA6646,BOM,Mumbai,PEK,Beijing,2025-09-26 11:45:00+00:00,2025-09-27 09:58:00+00:00,1333,1,CDG,115,Business,1340.11,USD,6,A350-900,81,True,True,medium,shoulder,False,22.22,False,60.31,11,False,1.92,3.91,0.0731,0.3221,0.3974
F000124,SQ,Singapore Airlines,star,SQ4534;SQ8897,BOM,Mumbai,PEK,Beijing,2025-09-26 10:15:00+00:00,2025-09-27 02:04:00+00:00,949,1,SIN,239,Economy,388.59,USD,8,A320neo,85,False,False,medium,shoulder,False,15.82,False,24.56,10,False,3.98,4.74,0.0196,0.2248,0.4863
F000125,QR,Qatar Airways,oneworld,QR5291,HKG,Hong Kong,CPT,Cape Town,2025-12-01 20:00:00+00:00,2025-12-02 11:27:00+00:00,927,0,,0,Economy,1471.85,USD,7,B737-800,88,True,False,medium,shoulder,False,15.45,True,95.27,20,False,0.0,0.6,0.0805,0.2192,0.0428
F000126,UA,United Airlines,star,UA1631,HKG,Hong Kong,CPT,Cape Town,2025-12-01 20:30:00+00:00,2025-12-02 11:57:00+00:00,927,0,,0,Economy,1302.88,USD,3,A330-300,86,True,False,medium,shoulder,False,15.45,True,84.33,20,False,0.0,0.7,0.071,0.2192,0.0536
F000127,LH,Lufthansa,star,LH5166;LH9102,HKG,Hong Kong,CPT,Cape Town,2025-12-01 21:00:00+00:00,2025-12-03 10:11:00+00:00,2231,1,JFK,237,Premium Economy,1653.56,USD,8,B787-9,78,True,False,medium,shoulder,False,37.18,False,44.47,21,False,3.95,5.075,0.0907,0.5497,0.5222
F000128,AA,American Airlines,oneworld,AA2102;AA1085;AA9000,HKG,Hong Kong,CPT,Cape Town,2025-12-01 19:30:00+00:00,2025-12-03 03:05:00+00:00,1895,2,LHR;IST,235,Economy,839.2,USD,7,A350-900,74,False,True,medium,shoulder,False,31.58,False,26.57,19,False,3.92,7.26,0.0449,0.4645,0.7563
F000129,DL,Delta,skyteam,DL6816,SYD,Sydney,DOH,Doha,2025-07-01 19:40:00+00:00,2025-07-02 11:48:00+00:00,968,0,,0,Economy,1030.54,USD,7,A350-900,90,True,True,low,winter_low,False,16.13,True,63.89,19,False,0.0,0.5,0.0557,0.2296,0.0321
F000130,KE,Korean Air,skyteam,KE5904,SYD,Sydney,DOH,Doha,2025-07-01 20:40:00+00:00,2025-07-02 12:48:00+00:00,968,0,,0,Premium Economy,2118.32,USD,5,B737-800,87,True,False,low,winter_low,False,16.13,True,131.33,20,False,0.0,0.65,0.1168,0.2296,0.0482
F000131,QF,Qantas,oneworld,QF3648,SYD,Sydney,DOH,Doha,2025-07-01 20:40:00+00:00,2025-07-02 12:48:00+00:00,968,0,,0,Economy,1223.18,USD,8,A330-300,95,True,False,low,winter_low,False,16.13,True,75.83,20,False,0.0,0.25,0.0665,0.2296,0.0054
F000132,AA,American Airlines,oneworld,AA6004;AA856,SYD,Sydney,DOH,Doha,2025-07-01 21:10:00+00:00,2025-07-02 22:27:00+00:00,1517,1,IST,109,Economy,871.66,USD,7,A330-300,81,True,True,low,winter_low,False,25.28,False,34.48,21,False,1.82,3.86,0.0468,0.3687,0.3921
F000133,EK,Emirates,none,EK6886;EK5663,SYD,Sydney,DOH,Doha,2025-07-01 19:40:00+00:00,2025-07-02 16:58:00+00:00,1278,1,HKG,173,Economy,1000.45,USD,9,B777-300ER,83,False,False,low,winter_low,False,21.3,False,46.97,19,False,2.88,4.29,0.054,0.3082,0.4381
F000134,EK,Emirates,none,EK1157;EK1907;EK2073,SYD,Sydney,DOH,Doha,2025-07-01 19:10:00+00:00,2025-07-03 01:41:00+00:00,1831,2,HKG;FRA,127,Economy,911.54,USD,7,A330-300,81,False,True,low,winter_low,False,30.52,False,29.87,19,False,2.12,6.01,0.049,0.4483,0.6224
F000135,AA,American Airlines,oneworld,AA349;AA4435;AA4507,SYD,Sydney,DOH,Doha,2025-07-01 19:10:00+00:00,2025-07-02 22:55:00+00:00,1665,2,HKG;IST,185,Economy,686.62,USD,4,A320neo,74,True,True,low,winter_low,False,27.75,False,24.74,19,False,3.08,6.84,0.0364,0.4062,0.7113
F000136,AF,Air France,skyteam,AF4272,MEL,Melbourne,AKL,Auckland,2025-10-01 02:25:00+00:00,2025-10-01 06:22:00+00:00,237,0,,0,Economy,269.37,USD,8,E190,92,False,False,medium,shoulder,False,3.95,True,68.19,2,True,0.0,0.4,0.0129,0.0443,0.0214
F000137,AA,American Airlines,oneworld,AA1522,MEL,Melbourne,AKL,Auckland,2025-10-01 02:55:00+00:00,2025-10-01 06:52:00+00:00,237,0,,0,Economy,283.8,USD,9,E190,85,False,False,medium,shoulder,False,3.95,True,71.85,2,True,0.0,0.75,0.0137,0.0443,0.0589
F000138,AI,Air India,star,AI6324;AI3940,MEL,Melbourne,AKL,Auckland,2025-10-01 00:55:00+00:00,2025-10-02 14:26:00+00:00,2251,1,DOH,185,Economy,196.37,USD,9,B777-300ER,86,True,True,medium,shoulder,False,37.52,False,5.23,0,True,3.08,4.24,0.0088,0.5547,0.4328
F000139,AA,American Airlines,oneworld,AA2427;AA1178,MEL,Melbourne,AKL,Auckland,2025-10-01 00:25:00+00:00,2025-10-02 13:11:00+00:00,2206,1,DXB,188,Premium Economy,407.29,USD,9,B767-300,81,True,False,medium,shoulder,False,36.77,False,11.08,0,True,3.13,4.515,0.0207,0.5433,0.4622
F000140,NH,ANA,star,NH4220;NH6246,MEL,Melbourne,AKL,Auckland,2025-10-01 00:55:00+00:00,2025-10-03 01:05:00+00:00,2890,1,CDG,164,Business,735.17,USD,3,B737-800,84,True,True,medium,shoulder,False,48.17,False,15.26,0,True,2.73,4.165,0.0391,0.7167,0.4247
F000141,KE,Korean Air,skyteam,KE1045,BOM,Mumbai,PVG,Shanghai,2026-06-18 09:50:00+00:00,2026-06-18 16:49:00+00:00,419,0,,0,Economy,657.11,USD,6,A330-300,84,True,False,high,summer_peak,False,6.98,True,94.14,9,False,0.0,0.8,0.0347,0.0905,0.0643
F000142,JL,Japan Airlines,oneworld,JL7277,BOM,Mumbai,PVG,Shanghai,2026-06-18 10:20:00+00:00,2026-06-18 17:19:00+00:00,419,0,,0,Economy,788.04,USD,2,B767-300,88,False,False,high,summer_peak,False,6.98,True,112.9,10,False,0.0,0.6,0.0421,0.0905,0.0428
F000143,EK,Emirates,none,EK5872;EK4009,BOM,Mumbai,PVG,Shanghai,2026-06-18 09:50:00+00:00,2026-06-19 01:32:00+00:00,942,1,NRT,220,Economy,637.0,USD,5,E190,82,True,False,high,summer_peak,False,15.7,False,40.57,9,False,3.67,4.735,0.0336,0.223,0.4858
F000144,KE,Korean Air,skyteam,KE1866;KE9812,BOM,Mumbai,PVG,Shanghai,2026-06-18 11:50:00+00:00,2026-06-19 08:15:00+00:00,1225,1,IST,182,Economy,613.13,USD,6,B787-9,74,False,False,high,summer_peak,False,20.42,False,30.03,11,False,3.03,4.815,0.0322,0.2947,0.4944
F000145,TK,Turkish Airlines,star,TK9174;TK5509,BOM,Mumbai,PVG,Shanghai,2026-06-18 10:50:00+00:00,2026-06-19 21:16:00+00:00,2066,1,JFK,157,Economy,559.86,USD,5,B787-9,78,True,True,high,summer_peak,False,34.43,False,16.26,10,False,2.62,4.41,0.0292,0.5079,0.451
F000146,AF,Air France,skyteam,AF9667;AF2397,BOM,Mumbai,PVG,Shanghai,2026-06-18 09:50:00+00:00,2026-06-19 09:41:00+00:00,1431,1,FRA,195,Economy,580.05,USD,5,A320neo,80,False,True,high,summer_peak,False,23.85,False,24.32,9,False,3.25,4.625,0.0304,0.3469,0.474
F000147,KL,KLM,skyteam,KL953,PEK,Beijing,ICN,Seoul,2026-06-15 23:40:00+00:00,2026-06-16 01:27:00+00:00,107,0,,0,Economy,179.66,USD,3,B767-300,82,False,False,high,summer_peak,False,1.78,True,100.93,23,False,0.0,0.9,0.0079,0.0114,0.075
F000148,AI,Air India,star,AI6092,PEK,Beijing,ICN,Seoul,2026-06-16 00:40:00+00:00,2026-06-16 02:27:00+00:00,107,0,,0,Economy,169.32,USD,4,A350-900,82,True,False,high,summer_peak,False,1.78,True,95.12,0,True,0.0,0.9,0.0073,0.0114,0.075
F000149,UA,United Airlines,star,UA9800;UA7548;UA6751,PEK,Beijing,ICN,Seoul,2026-06-16 00:40:00+00:00,2026-06-17 19:47:00+00:00,2587,2,LAX;IST,296,Economy,110.1,USD,7,B787-9,71,True,True,high,summer_peak,False,43.12,False,2.55,0,True,4.93,7.915,0.004,0.6399,0.8265
F000150,KL,KLM,skyteam,KL3557;KL8856,PEK,Beijing,ICN,Seoul,2026-06-15 23:10:00+00:00,2026-06-16 08:36:00+00:00,566,1,HKG,182,Economy,130.22,USD,3,A330-300,78,False,False,high,summer_peak,False,9.43,False,13.81,23,False,3.03,4.615,0.0051,0.1277,0.473
F000151,UA,United Airlines,star,UA784;UA2723,PEK,Beijing,ICN,Seoul,2026-06-15 22:40:00+00:00,2026-06-16 05:48:00+00:00,428,1,NRT,94,Business,407.05,USD,5,A380-800,76,True,True,high,summer_peak,False,7.13,False,57.09,22,False,1.57,3.985,0.0206,0.0928,0.4055
F000152,BA,British Airways,oneworld,BA1973,LAX,Los Angeles,CPT,Cape Town,2025-06-07 09:20:00+00:00,2025-06-08 06:06:00+00:00,1246,0,,0,Economy,2191.88,USD,2,B737-800,86,True,False,high,summer_peak,False,20.77,True,105.53,9,False,0.0,0.7,0.121,0.3001,0.0536
F000153,AA,American Airlines,oneworld,AA1294,LAX,Los Angeles,CPT,Cape Town,2025-06-07 10:50:00+00:00,2025-06-08 07:36:00+00:00,1246,0,,0,Business,8694.94,USD,4,B787-9,88,True,True,high,summer_peak,False,20.77,True,418.63,10,False,0.0,0.6,0.4864,0.3001,0.0428
F000154,QR,Qatar Airways,oneworld,QR1623,LAX,Los Angeles,CPT,Cape Town,2025-06-07 09:50:00+00:00,2025-06-08 06:36:00+00:00,1246,0,,0,Economy,2203.87,USD,3,B787-9,91,True,False,high,summer_peak,False,20.77,True,106.11,9,False,0.0,0.45,0.1216,0.3001,0.0268
F000155,NH,ANA,star,NH5015;NH920,LAX,Los Angeles,CPT,Cape Town,2025-06-07 08:50:00+00:00,2025-06-08 16:26:00+00:00,1896,1,HKG,55,Economy,1779.84,USD,3,B737-800,80,True,False,high,summer_peak,False,31.6,False,56.32,8,False,0.92,3.46,0.0978,0.4648,0.3492
F000156,AI,Air India,star,AI688;AI652,LAX,Los Angeles,CPT,Cape Town,2025-06-07 09:50:00+00:00,2025-06-08 12:03:00+00:00,1573,1,AMS,96,Economy,1521.35,USD,2,B767-300,81,False,False,high,summer_peak,False,26.22,False,58.02,9,False,1.6,3.75,0.0833,0.3829,0.3803
F000157,DL,Delta,skyteam,DL5070;DL2541,LAX,Los Angeles,CPT,Cape Town,2025-06-07 10:50:00+00:00,2025-06-08 13:33:00+00:00,1603,1,CDG,139,Economy,1452.42,USD,4,A321neo,81,True,True,high,summer_peak,False,26.72,False,54.36,10,False,2.32,4.11,0.0794,0.3905,0.4189
F000158,TG,Thai Airways,star,TG8101,CDG,Paris,KUL,Kuala Lumpur,2025-10-04 13:05:00+00:00,2025-10-05 02:48:00+00:00,823,0,,0,Economy,942.06,USD,9,E190,84,True,False,medium,shoulder,False,13.72,True,68.66,13,False,0.0,0.8,0.0507,0.1929,0.0643
F000159,AF,Air France,skyteam,AF4428,CDG,Paris,KUL,Kuala Lumpur,2025-10-04 13:05:00+00:00,2025-10-05 02:48:00+00:00,823,0,,0,Economy,1133.57,USD,3,B777-300ER,86,True,False,medium,shoulder,False,13.72,True,82.62,13,False,0.0,0.7,0.0615,0.1929,0.0536
F000160,KL,KLM,skyteam,KL775;KL3620,CDG,Paris,KUL,Kuala Lumpur,2025-10-04 13:35:00+00:00,2025-10-05 07:39:00+00:00,1084,1,AMS,208,Economy,760.01,USD,7,A330-300,79,False,False,medium,shoulder,False,18.07,False,42.06,13,False,3.47,4.785,0.0405,0.259,0.4912
F000161,NH,ANA,star,NH5741;NH2399,CDG,Paris,KUL,Kuala Lumpur,2025-10-04 15:05:00+00:00,2025-10-05 09:11:00+00:00,1086,1,LHR,185,Business,3220.26,USD,4,A350-900,84,True,True,medium,shoulder,False,18.1,False,177.91,15,False,3.08,4.34,0.1788,0.2595,0.4435
F000162,AI,Air India,star,AI6839;AI1613;AI5821,CDG,Paris,KUL,Kuala Lumpur,2025-10-04 13:05:00+00:00,2025-10-06 07:22:00+00:00,2537,2,SFO;AMS,320,Economy,539.03,USD,7,A330-300,77,False,False,medium,shoulder,False,42.28,False,12.75,13,False,5.33,7.815,0.0281,0.6272,0.8157
F000163,JL,Japan Airlines,oneworld,JL8171,AMS,Amsterdam,FRA,Frankfurt,2025-09-23 17:50:00+00:00,2025-09-23 18:57:00+00:00,67,0,,0,Premium Economy,129.34,USD,7,A320neo,91,True,False,medium,shoulder,False,1.12,True,115.48,17,False,0.0,0.45,0.005,0.0013,0.0268
F000164,UA,United Airlines,star,UA6309,AMS,Amsterdam,FRA,Frankfurt,2025-09-23 20:20:00+00:00,2025-09-23 21:27:00+00:00,67,0,,0,Business,172.85,USD,6,A321neo,89,True,True,medium,shoulder,False,1.12,True,154.33,20,False,0.0,0.55,0.0075,0.0013,0.0375
F000165,AA,American Airlines,oneworld,AA9846,AMS,Amsterdam,FRA,Frankfurt,2025-09-23 18:20:00+00:00,2025-09-23 19:27:00+00:00,67,0,,0,Economy,87.68,USD,9,B777-300ER,89,False,True,medium,shoulder,False,1.12,True,78.29,18,False,0.0,0.55,0.0027,0.0013,0.0375
F000166,KL,KLM,skyteam,KL7733;KL633;KL4886,AMS,Amsterdam,FRA,Frankfurt,2025-09-23 19:20:00+00:00,2025-09-25 15:18:00+00:00,2638,2,HKG;SFO,303,Premium Economy,66.0,USD,5,A321neo,78,True,False,medium,shoulder,False,43.97,False,1.5,19,False,5.05,7.625,0.0015,0.6528,0.7954
F000167,AI,Air India,star,AI2842;AI3773;AI5859,AMS,Amsterdam,FRA,Frankfurt,2025-09-23 18:20:00+00:00,2025-09-25 04:30:00+00:00,2050,2,SIN;HKG,264,Economy,53.25,USD,9,E190,77,False,False,medium,shoulder,False,34.17,False,1.56,18,False,4.4,7.35,0.0008,0.5038,0.7659
F000168,CX,Cathay Pacific,oneworld,CX5872;CX1753;CX9155,AMS,Amsterdam,FRA,Frankfurt,2025-09-23 18:50:00+00:00,2025-09-25 00:17:00+00:00,1767,2,LHR;SFO,288,Economy,60.56,USD,8,B767-300,80,False,True,medium,shoulder,False,29.45,False,2.06,18,False,4.8,7.4,0.0012,0.4321,0.7713
F000169,BA,British Airways,oneworld,BA8261;BA8182,AMS,Amsterdam,FRA,Frankfurt,2025-09-23 20:20:00+00:00,2025-09-24 13:18:00+00:00,1018,1,DXB,188,Economy,67.33,USD,5,A320neo,78,True,False,medium,shoulder,False,16.97,False,3.97,20,False,3.13,4.665,0.0016,0.2423,0.4783
F000170,QF,Qantas,oneworld,QF2752;QF9523,DPS,Bali,BCN,Barcelona,2026-04-04 11:10:00+00:00,2026-04-05 09:05:00+00:00,1315,1,AMS,231,Economy,1162.82,USD,6,A320neo,87,False,False,medium,shoulder,False,21.92,False,53.05,11,False,3.85,4.575,0.0631,0.3175,0.4687
