flight_id,airline_code,airline_name,alliance,flight_numbers,origin,origin_city,destination,destination_city,departure_utc,arrival_utc,duration_minutes,stops,layover_airports,layover_minutes,cabin_class,price,currency,seats_available,aircraft_type,on_time_performance,baggage_included,refundable,demand_level,season,is_holiday_season,duration_hours,is_direct,price_per_hour,departure_hour_utc,is_redeye,layover_hours,reliability_penalty,flight_date,route_price_mean,route_price_std,route_price_median,price_norm,duration_minutes_norm,stops_norm,layover_hours_norm,reliability_penalty_norm
F012905,NH,ANA,star,NH1811;NH6650,SIN,Singapore,KUL,Kuala Lumpur,2025-12-03 10:40:00+00:00,2025-12-05 05:40:00+00:00,2580,1,JFK,213,Economy,65.15,USD,7,B777-300ER,83,False,False,medium,shoulder,False,43.0,False,1.52,10,False,3.55,17,2025-12-03 00:00:00+00:00,88.31,39.08,78.77,0.0014,0.6381,0.5,0.4465,0.4062
F012906,AA,American Airlines,oneworld,AA7831,NRT,Tokyo,MAA,Chennai,2026-02-27 17:45:00+00:00,2026-02-28 02:31:00+00:00,526,0,,0,Economy,637.86,USD,4,A321neo,87,True,False,low,winter_low,False,8.77,True,72.73,17,False,0.0,13,2026-02-27 00:00:00+00:00,966.97,866.45,658.5,0.0336,0.1176,0.0,0.0,0.2812
F012907,KL,KLM,skyteam,KL8025,NRT,Tokyo,MAA,Chennai,2026-02-27 16:15:00+00:00,2026-02-28 01:01:00+00:00,526,0,,0,First,3272.83,USD,6,A350-900,86,True,True,low,winter_low,False,8.77,True,373.18,16,False,0.0,14,2026-02-27 00:00:00+00:00,966.97,866.45,658.5,0.1817,0.1176,0.0,0.0,0.3125
F012908,EK,Emirates,none,EK1428,NRT,Tokyo,MAA,Chennai,2026-02-27 16:15:00+00:00,2026-02-28 01:01:00+00:00,526,0,,0,Economy,655.66,USD,4,B737-800,91,True,False,low,winter_low,False,8.77,True,74.76,16,False,0.0,9,2026-02-27 00:00:00+00:00,966.97,866.45,658.5,0.0346,0.1176,0.0,0.0,0.1562
F012909,AA,American Airlines,oneworld,AA6126;AA8223,NRT,Tokyo,MAA,Chennai,2026-02-27 18:15:00+00:00,2026-02-28 20:48:00+00:00,1593,1,AMS,225,Economy,414.16,USD,9,A320neo,79,False,False,low,winter_low,False,26.55,False,15.6,18,False,3.75,21,2026-02-27 00:00:00+00:00,966.97,866.45,658.5,0.021,0.388,0.5,0.4717,0.5312
F012910,BA,British Airways,oneworld,BA3514;BA2219,NRT,Tokyo,MAA,Chennai,2026-02-27 16:15:00+00:00,2026-02-28 05:43:00+00:00,808,1,HKG,228,Economy,510.95,USD,8,B777-300ER,78,True,False,low,winter_low,False,13.47,False,37.93,16,False,3.8,22,2026-02-27 00:00:00+00:00,966.97,866.45,658.5,0.0265,0.1891,0.5,0.478,0.5625
F012911,AF,Air France,skyteam,AF8526;AF4355,NRT,Tokyo,MAA,Chennai,2026-02-27 18:15:00+00:00,2026-03-01 03:25:00+00:00,1990,1,LAX,172,Business,1485.13,USD,9,A321neo,85,True,True,low,winter_low,False,33.17,False,44.77,18,False,2.87,15,2026-02-27 00:00:00+00:00,966.97,866.45,658.5,0.0812,0.4886,0.5,0.361,0.3438
F012912,KL,KLM,skyteam,KL682;KL5983,NRT,Tokyo,MAA,Chennai,2026-02-27 17:15:00+00:00,2026-02-28 07:36:00+00:00,861,1,SIN,161,Premium Economy,924.49,USD,8,A320neo,86,True,True,low,winter_low,False,14.35,False,64.42,17,False,2.68,14,2026-02-27 00:00:00+00:00,966.97,866.45,658.5,0.0497,0.2025,0.5,0.3371,0.3125
F012913,JL,Japan Airlines,oneworld,JL8147,MAA,Chennai,GRU,Sao Paulo,2025-11-28 15:35:00+00:00,2025-11-29 10:06:00+00:00,1111,0,,0,Economy,2541.87,USD,2,A321neo,90,False,False,high,thanksgiving_peak,True,18.52,True,137.25,15,False,0.0,10,2025-11-28 00:00:00+00:00,1962.47,1345.95,1354.22,0.1406,0.2658,0.0,0.0,0.1875
F012914,JL,Japan Airlines,oneworld,JL1659,MAA,Chennai,GRU,Sao Paulo,2025-11-28 14:35:00+00:00,2025-11-29 09:06:00+00:00,1111,0,,0,Premium Economy,3932.36,USD,6,A330-300,91,True,False,high,thanksgiving_peak,True,18.52,True,212.33,14,False,0.0,9,2025-11-28 00:00:00+00:00,1962.47,1345.95,1354.22,0.2188,0.2658,0.0,0.0,0.1562
F012915,JL,Japan Airlines,oneworld,JL2400,MAA,Chennai,GRU,Sao Paulo,2025-11-28 14:35:00+00:00,2025-11-29 09:06:00+00:00,1111,0,,0,Economy,2165.34,USD,6,A330-300,84,True,False,high,thanksgiving_peak,True,18.52,True,116.92,14,False,0.0,16,2025-11-28 00:00:00+00:00,1962.47,1345.95,1354.22,0.1195,0.2658,0.0,0.0,0.375
F012916,KE,Korean Air,skyteam,KE8016;KE3301,MAA,Chennai,GRU,Sao Paulo,2025-11-28 14:35:00+00:00,2025-11-30 00:47:00+00:00,2052,1,ICN,201,Business,5033.78,USD,4,E190,79,True,True,high,thanksgiving_peak,True,34.2,False,147.19,14,False,3.35,21,2025-11-28 00:00:00+00:00,1962.47,1345.95,1354.22,0.2807,0.5043,0.5,0.4214,0.5312
F012917,AA,American Airlines,oneworld,AA5481;AA8919,MAA,Chennai,GRU,Sao Paulo,2025-11-28 14:35:00+00:00,2025-11-30 01:31:00+00:00,2096,1,SFO,191,Business,4731.88,USD,3,B767-300,78,True,True,high,thanksgiving_peak,True,34.93,False,135.47,14,False,3.18,22,2025-11-28 00:00:00+00:00,1962.47,1345.95,1354.22,0.2637,0.5155,0.5,0.4,0.5625
F012918,UA,United Airlines,star,UA5067;UA2456;UA704,MAA,Chennai,GRU,Sao Paulo,2025-11-28 14:35:00+00:00,2025-11-30 05:24:00+00:00,2329,2,NRT;ICN,256,Premium Economy,2693.01,USD,2,A321neo,70,True,False,high,thanksgiving_peak,True,38.82,False,69.37,14,False,4.27,30,2025-11-28 00:00:00+00:00,1962.47,1345.95,1354.22,0.1491,0.5745,1.0,0.5371,0.8125
F012919,EK,Emirates,none,EK3251;EK5352,MAA,Chennai,GRU,Sao Paulo,2025-11-28 14:35:00+00:00,2025-11-29 20:24:00+00:00,1789,1,HKG,81,Economy,1759.48,USD,5,B767-300,79,False,True,high,thanksgiving_peak,True,29.82,False,59.0,14,False,1.35,21,2025-11-28 00:00:00+00:00,1962.47,1345.95,1354.22,0.0967,0.4377,0.5,0.1698,0.5312
F012920,AF,Air France,skyteam,AF6719,MEX,Mexico City,KUL,Kuala Lumpur,2025-06-11 13:55:00+00:00,2025-06-12 11:24:00+00:00,1289,0,,0,Economy,2414.14,USD,7,A380-800,82,True,False,high,summer_peak,False,21.48,True,112.39,13,False,0.0,18,2025-06-11 00:00:00+00:00,2254.46,1950.66,1439.86,0.1335,0.3109,0.0,0.0,0.4375
F012921,KL,KLM,skyteam,KL4176,MEX,Mexico City,KUL,Kuala Lumpur,2025-06-11 12:25:00+00:00,2025-06-12 09:54:00+00:00,1289,0,,0,Business,8587.95,USD,6,B777-300ER,87,True,True,high,summer_peak,False,21.48,True,399.81,12,False,0.0,13,2025-06-11 00:00:00+00:00,2254.46,1950.66,1439.86,0.4804,0.3109,0.0,0.0,0.2812
F012922,JL,Japan Airlines,oneworld,JL5475,MEX,Mexico City,KUL,Kuala Lumpur,2025-06-11 13:25:00+00:00,2025-06-12 10:54:00+00:00,1289,0,,0,Economy,2838.95,USD,7,A350-900,84,True,False,high,summer_peak,False,21.48,True,132.17,13,False,0.0,16,2025-06-11 00:00:00+00:00,2254.46,1950.66,1439.86,0.1573,0.3109,0.0,0.0,0.375
F012923,AA,American Airlines,oneworld,AA9275;AA5443,MEX,Mexico City,KUL,Kuala Lumpur,2025-06-11 13:55:00+00:00,2025-06-12 15:45:00+00:00,1550,1,JFK,81,Economy,1644.76,USD,3,B737-800,82,False,False,high,summer_peak,False,25.83,False,63.68,13,False,1.35,18,2025-06-11 00:00:00+00:00,2254.46,1950.66,1439.86,0.0902,0.3771,0.5,0.1698,0.4375
F012924,KE,Korean Air,skyteam,KE4558;KE6054,MEX,Mexico City,KUL,Kuala Lumpur,2025-06-11 13:55:00+00:00,2025-06-12 16:07:00+00:00,1572,1,ICN,240,Premium Economy,3317.27,USD,2,A321neo,74,True,False,high,summer_peak,False,26.2,False,126.61,13,False,4.0,26,2025-06-11 00:00:00+00:00,2254.46,1950.66,1439.86,0.1842,0.3827,0.5,0.5031,0.6875
F012925,EK,Emirates,none,EK9597;EK4742,MEX,Mexico City,KUL,Kuala Lumpur,2025-06-11 11:55:00+00:00,2025-06-12 15:58:00+00:00,1683,1,DOH,102,Economy,1964.92,USD,6,B767-300,84,True,True,high,summer_peak,False,28.05,False,70.05,11,False,1.7,16,2025-06-11 00:00:00+00:00,2254.46,1950.66,1439.86,0.1082,0.4108,0.5,0.2138,0.375
F012926,LH,Lufthansa,star,LH877,AMS,Amsterdam,GIG,Rio de Janeiro,2025-10-29 09:55:00+00:00,2025-10-29 22:31:00+00:00,756,0,,0,Business,3178.07,USD,4,A321neo,86,True,True,medium,shoulder,False,12.6,True,252.23,9,False,0.0,14,2025-10-29 00:00:00+00:00,1655.38,1542.26,1033.48,0.1764,0.1759,0.0,0.0,0.3125
F012927,AA,American Airlines,oneworld,AA6578,AMS,Amsterdam,GIG,Rio de Janeiro,2025-10-29 09:55:00+00:00,2025-10-29 22:31:00+00:00,756,0,,0,First,5269.11,USD,3,B737-800,92,True,True,medium,shoulder,False,12.6,True,418.18,9,False,0.0,8,2025-10-29 00:00:00+00:00,1655.38,1542.26,1033.48,0.2939,0.1759,0.0,0.0,0.125
F012928,QR,Qatar Airways,oneworld,QR922,AMS,Amsterdam,GIG,Rio de Janeiro,2025-10-29 08:25:00+00:00,2025-10-29 21:01:00+00:00,756,0,,0,Economy,1015.14,USD,6,A321neo,90,True,True,medium,shoulder,False,12.6,True,80.57,8,False,0.0,10,2025-10-29 00:00:00+00:00,1655.38,1542.26,1033.48,0.0548,0.1759,0.0,0.0,0.1875
F012929,KL,KLM,skyteam,KL3932;KL9944,AMS,Amsterdam,GIG,Rio de Janeiro,2025-10-29 09:55:00+00:00,2025-10-30 13:10:00+00:00,1635,1,SFO,100,Economy,759.76,USD,6,A321neo,82,True,False,medium,shoulder,False,27.25,False,27.88,9,False,1.67,18,2025-10-29 00:00:00+00:00,1655.38,1542.26,1033.48,0.0405,0.3986,0.5,0.2101,0.4375
F012930,NH,ANA,star,NH5951;NH3625,AMS,Amsterdam,GIG,Rio de Janeiro,2025-10-29 08:25:00+00:00,2025-10-30 12:56:00+00:00,1711,1,LAX,200,Business,2825.99,USD,7,B777-300ER,84,True,True,medium,shoulder,False,28.52,False,99.09,8,False,3.33,16,2025-10-29 00:00:00+00:00,1655.38,1542.26,1033.48,0.1566,0.4179,0.5,0.4189,0.375
F012931,LH,Lufthansa,star,LH2830;LH3469,AMS,Amsterdam,GIG,Rio de Janeiro,2025-10-29 08:55:00+00:00,2025-10-30 11:44:00+00:00,1609,1,LAX,98,Business,2774.83,USD,7,A320neo,85,True,True,medium,shoulder,False,26.82,False,103.46,8,False,1.63,15,2025-10-29 00:00:00+00:00,1655.38,1542.26,1033.48,0.1537,0.392,0.5,0.205,0.3438
F012932,LH,Lufthansa,star,LH9081;LH1146,AMS,Amsterdam,GIG,Rio de Janeiro,2025-10-29 08:25:00+00:00,2025-10-30 07:32:00+00:00,1387,1,DOH,74,Economy,648.33,USD,3,B767-300,78,False,False,medium,shoulder,False,23.12,False,28.04,8,False,1.23,22,2025-10-29 00:00:00+00:00,1655.38,1542.26,1033.48,0.0342,0.3358,0.5,0.1547,0.5625
F012933,TK,Turkish Airlines,star,TK311,SFO,San Francisco,ORD,Chicago,2025-01-08 11:35:00+00:00,2025-01-08 15:57:00+00:00,262,0,,0,Economy,289.72,USD,4,A350-900,87,True,False,low,winter_low,False,4.37,True,66.3,11,False,0.0,13,2025-01-08 00:00:00+00:00,454.82,323.74,337.23,0.0141,0.0507,0.0,0.0,0.2812
F012934,LH,Lufthansa,star,LH462,SFO,San Francisco,ORD,Chicago,2025-01-08 09:35:00+00:00,2025-01-08 13:57:00+00:00,262,0,,0,Business,925.19,USD,6,A320neo,85,True,True,low,winter_low,False,4.37,True,211.71,9,False,0.0,15,2025-01-08 00:00:00+00:00,454.82,323.74,337.23,0.0498,0.0507,0.0,0.0,0.3438
F012935,AA,American Airlines,oneworld,AA2723,SFO,San Francisco,ORD,Chicago,2025-01-08 09:35:00+00:00,2025-01-08 13:57:00+00:00,262,0,,0,Economy,338.41,USD,4,A350-900,87,True,False,low,winter_low,False,4.37,True,77.44,9,False,0.0,13,2025-01-08 00:00:00+00:00,454.82,323.74,337.23,0.0168,0.0507,0.0,0.0,0.2812
F012936,BA,British Airways,oneworld,BA407;BA1309,SFO,San Francisco,ORD,Chicago,2025-01-08 10:05:00+00:00,2025-01-08 16:52:00+00:00,407,1,LAX,77,Premium Economy,387.64,USD,6,B787-9,84,True,False,low,winter_low,False,6.78,False,57.17,10,False,1.28,16,2025-01-08 00:00:00+00:00,454.82,323.74,337.23,0.0196,0.0874,0.5,0.161,0.375
F012937,KL,KLM,skyteam,KL9902;KL5754,SFO,San Francisco,ORD,Chicago,2025-01-08 11:35:00+00:00,2025-01-08 22:47:00+00:00,672,1,JFK,192,Premium Economy,389.05,USD,6,A380-800,79,True,True,low,winter_low,False,11.2,False,34.74,11,False,3.2,21,2025-01-08 00:00:00+00:00,454.82,323.74,337.23,0.0196,0.1546,0.5,0.4025,0.5312
F012938,SQ,Singapore Airlines,star,SQ1205,PVG,Shanghai,SFO,San Francisco,2026-01-26 03:10:00+00:00,2026-01-26 16:10:00+00:00,780,0,,0,Economy,930.25,USD,8,A350-900,93,False,True,low,winter_low,False,13.0,True,71.56,3,True,0.0,7,2026-01-26 00:00:00+00:00,1929.79,1618.54,1145.73,0.0501,0.182,0.0,0.0,0.0938
F012939,AF,Air France,skyteam,AF6384,PVG,Shanghai,SFO,San Francisco,2026-01-26 04:40:00+00:00,2026-01-26 17:40:00+00:00,780,0,,0,Business,3500.79,USD,9,B767-300,90,True,True,low,winter_low,False,13.0,True,269.29,4,True,0.0,10,2026-01-26 00:00:00+00:00,1929.79,1618.54,1145.73,0.1945,0.182,0.0,0.0,0.1875
F012940,AF,Air France,skyteam,AF8850,PVG,Shanghai,SFO,San Francisco,2026-01-26 03:10:00+00:00,2026-01-26 16:10:00+00:00,780,0,,0,Economy,862.45,USD,4,E190,91,False,False,low,winter_low,False,13.0,True,66.34,3,True,0.0,9,2026-01-26 00:00:00+00:00,1929.79,1618.54,1145.73,0.0462,0.182,0.0,0.0,0.1562
F012941,DL,Delta,skyteam,DL5878;DL8494;DL7827,PVG,Shanghai,SFO,San Francisco,2026-01-26 05:10:00+00:00,2026-01-27 15:51:00+00:00,2081,2,IST;DOH,180,Economy,602.45,USD,5,A350-900,79,False,False,low,winter_low,False,34.68,False,17.37,5,True,3.0,21,2026-01-26 00:00:00+00:00,1929.79,1618.54,1145.73,0.0316,0.5117,1.0,0.3774,0.5312
F012942,CX,Cathay Pacific,oneworld,CX8240;CX9402,PVG,Shanghai,SFO,San Francisco,2026-01-26 05:10:00+00:00,2026-01-27 00:00:00+00:00,1130,1,HKG,122,First,4163.85,USD,5,B787-9,88,True,True,low,winter_low,False,18.83,False,221.13,5,True,2.03,12,2026-01-26 00:00:00+00:00,1929.79,1618.54,1145.73,0.2318,0.2707,0.5,0.2553,0.25
F012943,SQ,Singapore Airlines,star,SQ3459,JFK,New York,YYZ,Toronto,2025-01-31 09:10:00+00:00,2025-01-31 10:34:00+00:00,84,0,,0,Economy,118.08,USD,4,A320neo,88,False,True,low,winter_low,False,1.4,True,84.34,9,False,0.0,12,2025-01-31 00:00:00+00:00,115.0,52.65,98.87,0.0044,0.0056,0.0,0.0,0.25
F012944,AA,American Airlines,oneworld,AA8078,JFK,New York,YYZ,Toronto,2025-01-31 11:10:00+00:00,2025-01-31 12:34:00+00:00,84,0,,0,Economy,98.87,USD,9,B787-9,91,False,True,low,winter_low,False,1.4,True,70.62,11,False,0.0,9,2025-01-31 00:00:00+00:00,115.0,52.65,98.87,0.0033,0.0056,0.0,0.0,0.1562
F012945,SQ,Singapore Airlines,star,SQ9998;SQ5745;SQ1613,JFK,New York,YYZ,Toronto,2025-01-31 11:10:00+00:00,2025-02-01 11:56:00+00:00,1486,2,AMS;CDG,448,First,273.99,USD,8,A320neo,83,True,True,low,winter_low,False,24.77,False,11.06,11,False,7.47,17,2025-01-31 00:00:00+00:00,115.0,52.65,98.87,0.0132,0.3609,1.0,0.9396,0.4062
F012946,AF,Air France,skyteam,AF9227;AF9948;AF4180,JFK,New York,YYZ,Toronto,2025-01-31 10:10:00+00:00,2025-02-02 09:53:00+00:00,2863,2,SIN;LHR,350,Economy,67.87,USD,6,A321neo,74,False,False,low,winter_low,False,47.72,False,1.42,10,False,5.83,26,2025-01-31 00:00:00+00:00,115.0,52.65,98.87,0.0016,0.7098,1.0,0.7333,0.6875
F012947,QR,Qatar Airways,oneworld,QR2640;QR8692;QR4007,JFK,New York,YYZ,Toronto,2025-01-31 11:10:00+00:00,2025-02-02 05:03:00+00:00,2513,2,HKG;SFO,315,Economy,67.68,USD,5,A321neo,76,False,False,low,winter_low,False,41.88,False,1.62,11,False,5.25,24,2025-01-31 00:00:00+00:00,115.0,52.65,98.87,0.0016,0.6211,1.0,0.6604,0.625
F012948,LH,Lufthansa,star,LH378,PEK,Beijing,CDG,Paris,2026-06-10 19:40:00+00:00,2026-06-11 06:34:00+00:00,654,0,,0,Economy,1037.82,USD,7,B787-9,88,True,False,high,summer_peak,False,10.9,True,95.21,19,False,0.0,12,2026-06-10 00:00:00+00:00,1272.69,1223.92,906.6,0.0561,0.15,0.0,0.0,0.25
F012949,QF,Qantas,oneworld,QF4075,PEK,Beijing,CDG,Paris,2026-06-10 20:40:00+00:00,2026-06-11 07:34:00+00:00,654,0,,0,Economy,1247.95,USD,3,A380-800,91,True,True,high,summer_peak,False,10.9,True,114.49,20,False,0.0,9,2026-06-10 00:00:00+00:00,1272.69,1223.92,906.6,0.0679,0.15,0.0,0.0,0.1562
F012950,AF,Air France,skyteam,AF4083;AF2652;AF5841,PEK,Beijing,CDG,Paris,2026-06-10 20:10:00+00:00,2026-06-11 20:29:00+00:00,1459,2,HKG;NRT,240,Economy,755.26,USD,3,B737-800,75,True,False,high,summer_peak,False,24.32,False,31.06,20,False,4.0,25,2026-06-10 00:00:00+00:00,1272.69,1223.92,906.6,0.0402,0.354,1.0,0.5031,0.6562
F012951,DL,Delta,skyteam,DL709;DL1986,PEK,Beijing,CDG,Paris,2026-06-10 21:10:00+00:00,2026-06-11 19:40:00+00:00,1350,1,SIN,130,Economy,966.82,USD,2,B767-300,80,True,False,high,summer_peak,False,22.5,False,42.97,21,False,2.17,20,2026-06-10 00:00:00+00:00,1272.69,1223.92,906.6,0.0521,0.3264,0.5,0.273,0.5
F012952,AA,American Airlines,oneworld,AA6217;AA2139;AA1628,PEK,Beijing,CDG,Paris,2026-06-10 22:10:00+00:00,2026-06-11 19:41:00+00:00,1291,2,DOH;AMS,311,Economy,704.76,USD,4,A320neo,71,False,False,high,summer_peak,False,21.52,False,32.75,22,False,5.18,29,2026-06-10 00:00:00+00:00,1272.69,1223.92,906.6,0.0374,0.3115,1.0,0.6516,0.7812
F012953,NH,ANA,star,NH6124,LIS,Lisbon,DXB,Dubai,2025-05-16 17:55:00+00:00,2025-05-17 02:15:00+00:00,500,0,,0,Economy,709.19,USD,8,A350-900,90,False,True,medium,shoulder,False,8.33,True,85.14,17,False,0.0,10,2025-05-16 00:00:00+00:00,1029.05,806.79,740.42,0.0376,0.111,0.0,0.0,0.1875
F012954,BA,British Airways,oneworld,BA3136,LIS,Lisbon,DXB,Dubai,2025-05-16 17:55:00+00:00,2025-05-17 02:15:00+00:00,500,0,,0,Premium Economy,1167.93,USD,8,E190,84,True,False,medium,shoulder,False,8.33,True,140.21,17,False,0.0,16,2025-05-16 00:00:00+00:00,1029.05,806.79,740.42,0.0634,0.111,0.0,0.0,0.375
F012955,AA,American Airlines,oneworld,AA5249,LIS,Lisbon,DXB,Dubai,2025-05-16 18:55:00+00:00,2025-05-17 03:15:00+00:00,500,0,,0,Business,2107.36,USD,6,B767-300,87,True,True,medium,shoulder,False,8.33,True,252.98,18,False,0.0,13,2025-05-16 00:00:00+00:00,1029.05,806.79,740.42,0.1162,0.111,0.0,0.0,0.2812
F012956,KE,Korean Air,skyteam,KE979,LIS,Lisbon,DXB,Dubai,2025-05-16 17:25:00+00:00,2025-05-17 01:45:00+00:00,500,0,,0,Economy,721.78,USD,8,B787-9,86,False,False,medium,shoulder,False,8.33,True,86.65,17,False,0.0,14,2025-05-16 00:00:00+00:00,1029.05,806.79,740.42,0.0383,0.111,0.0,0.0,0.3125
F012957,KE,Korean Air,skyteam,KE7448;KE4436,LIS,Lisbon,DXB,Dubai,2025-05-16 17:55:00+00:00,2025-05-17 06:15:00+00:00,740,1,LHR,131,Economy,466.92,USD,9,A321neo,82,False,False,medium,shoulder,False,12.33,False,37.87,17,False,2.18,18,2025-05-16 00:00:00+00:00,1029.05,806.79,740.42,0.024,0.1718,0.5,0.2742,0.4375
F012958,EK,Emirates,none,EK6984;EK5344,LIS,Lisbon,DXB,Dubai,2025-05-16 19:55:00+00:00,2025-05-17 21:14:00+00:00,1519,1,SIN,110,Economy,537.1,USD,4,A321neo,88,True,False,medium,shoulder,False,25.32,False,21.21,19,False,1.83,12,2025-05-16 00:00:00+00:00,1029.05,806.79,740.42,0.028,0.3692,0.5,0.2302,0.25
F012959,DL,Delta,skyteam,DL9955;DL9467;DL5378,LIS,Lisbon,DXB,Dubai,2025-05-16 19:55:00+00:00,2025-05-17 21:37:00+00:00,1542,2,DOH;AMS,231,Economy,412.42,USD,5,A380-800,80,False,False,medium,shoulder,False,25.7,False,16.05,19,False,3.85,20,2025-05-16 00:00:00+00:00,1029.05,806.79,740.42,0.0209,0.3751,1.0,0.4843,0.5
F012960,AI,Air India,star,AI4274,DOH,Doha,JFK,New York,2026-06-15 16:20:00+00:00,2026-06-16 06:27:00+00:00,847,0,,0,Economy,1509.43,USD,4,B767-300,85,True,False,high,summer_peak,False,14.12,True,106.9,16,False,0.0,15,2026-06-15 00:00:00+00:00,1503.18,1007.42,1096.52,0.0826,0.1989,0.0,0.0,0.3438
F012961,UA,United Airlines,star,UA7380,DOH,Doha,JFK,New York,2026-06-15 16:20:00+00:00,2026-06-16 06:27:00+00:00,847,0,,0,Economy,1551.06,USD,7,B767-300,82,False,False,high,summer_peak,False,14.12,True,109.85,16,False,0.0,18,2026-06-15 00:00:00+00:00,1503.18,1007.42,1096.52,0.0849,0.1989,0.0,0.0,0.4375
F012962,AI,Air India,star,AI5225;AI675;AI7103,DOH,Doha,JFK,New York,2026-06-15 17:50:00+00:00,2026-06-17 02:32:00+00:00,1962,2,ICN;CDG,208,Business,2677.13,USD,3,B787-9,69,True,True,high,summer_peak,False,32.7,False,81.87,17,False,3.47,31,2026-06-15 00:00:00+00:00,1503.18,1007.42,1096.52,0.1482,0.4815,1.0,0.4365,0.8438
F012963,AF,Air France,skyteam,AF7785;AF7803,DOH,Doha,JFK,New York,2026-06-15 16:20:00+00:00,2026-06-16 20:25:00+00:00,1685,1,NRT,171,Premium Economy,2038.1,USD,5,A321neo,82,True,False,high,summer_peak,False,28.08,False,72.58,16,False,2.85,18,2026-06-15 00:00:00+00:00,1503.18,1007.42,1096.52,0.1123,0.4113,0.5,0.3585,0.4375
F012964,DL,Delta,skyteam,DL6375;DL5946;DL7275,DOH,Doha,JFK,New York,2026-06-15 17:50:00+00:00,2026-06-16 23:38:00+00:00,1788,2,LAX;SFO,316,Economy,960.46,USD,2,B777-300ER,72,False,False,high,summer_peak,False,29.8,False,32.23,17,False,5.27,28,2026-06-15 00:00:00+00:00,1503.18,1007.42,1096.52,0.0518,0.4374,1.0,0.6629,0.75
F012965,CX,Cathay Pacific,oneworld,CX3003;CX8634;CX6462,DOH,Doha,JFK,New York,2026-06-15 18:20:00+00:00,2026-06-17 09:59:00+00:00,2379,2,LHR;HKG,172,Premium Economy,1746.11,USD,7,B767-300,79,True,False,high,summer_peak,False,39.65,False,44.04,18,False,2.87,21,2026-06-15 00:00:00+00:00,1503.18,1007.42,1096.52,0.0959,0.5872,1.0,0.361,0.5312
F012966,JL,Japan Airlines,oneworld,JL5805,ICN,Seoul,BCN,Barcelona,2025-01-02 10:50:00+00:00,2025-01-02 23:29:00+00:00,759,0,,0,Economy,2008.08,USD,2,B787-9,81,False,False,peak,year_end_holidays,True,12.65,True,158.74,10,False,0.0,19,2025-01-02 00:00:00+00:00,1648.9,1457.55,1073.15,0.1106,0.1766,0.0,0.0,0.4688
F012967,EK,Emirates,none,EK8076,ICN,Seoul,BCN,Barcelona,2025-01-02 11:20:00+00:00,2025-01-02 23:59:00+00:00,759,0,,0,Business,7021.58,USD,3,B767-300,85,True,True,peak,year_end_holidays,True,12.65,True,555.07,11,False,0.0,15,2025-01-02 00:00:00+00:00,1648.9,1457.55,1073.15,0.3924,0.1766,0.0,0.0,0.3438
F012968,KL,KLM,skyteam,KL2213,ICN,Seoul,BCN,Barcelona,2025-01-02 09:50:00+00:00,2025-01-02 22:29:00+00:00,759,0,,0,Economy,1808.41,USD,3,B737-800,82,False,False,peak,year_end_holidays,True,12.65,True,142.96,9,False,0.0,18,2025-01-02 00:00:00+00:00,1648.9,1457.55,1073.15,0.0994,0.1766,0.0,0.0,0.4375
F012969,TG,Thai Airways,star,TG5642;TG9372;TG4847,ICN,Seoul,BCN,Barcelona,2025-01-02 09:50:00+00:00,2025-01-03 19:32:00+00:00,2022,2,JFK;IST,303,Economy,1088.75,USD,4,E190,66,True,False,peak,year_end_holidays,True,33.7,False,32.31,9,False,5.05,34,2025-01-02 00:00:00+00:00,1648.9,1457.55,1073.15,0.059,0.4967,1.0,0.6352,0.9375
F012970,BA,British Airways,oneworld,BA103;BA4689,ICN,Seoul,BCN,Barcelona,2025-01-02 11:20:00+00:00,2025-01-03 03:53:00+00:00,993,1,FRA,191,Business,4289.98,USD,1,B787-9,78,True,True,peak,year_end_holidays,True,16.55,False,259.21,11,False,3.18,22,2025-01-02 00:00:00+00:00,1648.9,1457.55,1073.15,0.2389,0.2359,0.5,0.4,0.5625
F012971,AF,Air France,skyteam,AF4587;AF6188,ICN,Seoul,BCN,Barcelona,2025-01-02 10:20:00+00:00,2025-01-03 05:06:00+00:00,1126,1,NRT,169,Economy,1256.52,USD,3,B777-300ER,74,False,True,peak,year_end_holidays,True,18.77,False,66.94,10,False,2.82,26,2025-01-02 00:00:00+00:00,1648.9,1457.55,1073.15,0.0684,0.2696,0.5,0.3547,0.6875
F012972,AF,Air France,skyteam,AF5982;AF4631,ICN,Seoul,BCN,Barcelona,2025-01-02 11:20:00+00:00,2025-01-03 07:31:00+00:00,1211,1,DOH,239,Economy,1395.9,USD,4,B737-800,76,True,False,peak,year_end_holidays,True,20.18,False,69.17,11,False,3.98,24,2025-01-02 00:00:00+00:00,1648.9,1457.55,1073.15,0.0762,0.2912,0.5,0.5006,0.625
F012973,QR,Qatar Airways,oneworld,QR539,SFO,San Francisco,LAX,Los Angeles,2025-11-22 19:40:00+00:00,2025-11-22 21:00:00+00:00,80,0,,0,Economy,180.53,USD,6,A330-300,86,False,False,high,thanksgiving_peak,True,1.33,True,135.74,19,False,0.0,14,2025-11-22 00:00:00+00:00,142.03,73.59,107.61,0.0079,0.0046,0.0,0.0,0.3125
