flight_id,airline_code,airline_name,alliance,flight_numbers,origin,origin_city,destination,destination_city,departure_utc,arrival_utc,duration_minutes,stops,layover_airports,layover_minutes,cabin_class,price,currency,seats_available,aircraft_type,on_time_performance,baggage_included,refundable,demand_level,season,is_holiday_season
F014325,JL,Japan Airlines,oneworld,JL1629;JL491,MEX,Mexico City,LHR,London,2026-06-13T06:55:00Z,2026-06-14T12:36:00Z,1781,1,ICN,130,Economy,1091.38,USD,2,A350-900,86,True,True,high,summer_peak,False
F014326,BA,British Airways,oneworld,BA3234,NRT,Tokyo,DOH,Doha,2025-03-09T10:30:00Z,2025-03-09T21:32:00Z,662,0,,0,Economy,827.58,USD,5,B777-300ER,91,False,False,medium,shoulder,False
F014327,TG,Thai Airways,star,TG497,NRT,Tokyo,DOH,Doha,2025-03-09T10:30:00Z,2025-03-09T21:32:00Z,662,0,,0,Business,2982.21,USD,8,B767-300,86,True,True,medium,shoulder,False
F014328,NH,ANA,star,NH775,NRT,Tokyo,DOH,Doha,2025-03-09T09:30:00Z,2025-03-09T20:32:00Z,662,0,,0,Economy,862.1,USD,6,A320neo,89,True,True,medium,shoulder,False
F014329,KE,Korean Air,skyteam,KE5764;KE717,NRT,Tokyo,DOH,Doha,2025-03-09T09:30:00Z,2025-03-10T00:18:00Z,888,1,HKG,115,Economy,676.1,USD,4,B767-300,80,False,True,medium,shoulder,False
F014330,AF,Air France,skyteam,AF7160;AF683,NRT,Tokyo,DOH,Doha,2025-03-09T09:30:00Z,2025-03-10T07:09:00Z,1299,1,AMS,152,Economy,678.31,USD,4,B787-9,81,False,False,medium,shoulder,False
F014331,TK,Turkish Airlines,star,TK1578;TK1227,NRT,Tokyo,DOH,Doha,2025-03-09T10:00:00Z,2025-03-10T01:47:00Z,947,1,HKG,174,Economy,607.14,USD,6,A330-300,82,False,True,medium,shoulder,False
F014332,TG,Thai Airways,star,TG1832;TG1537,NRT,Tokyo,DOH,Doha,2025-03-09T09:30:00Z,2025-03-10T15:10:00Z,1780,1,SFO,110,Premium Economy,1143.07,USD,9,B777-300ER,79,True,True,medium,shoulder,False
F014333,UA,United Airlines,star,UA5504,JFK,New York,NRT,Tokyo,2025-08-31T01:25:00Z,2025-08-31T15:37:00Z,852,0,,0,Economy,1379.94,USD,7,B767-300,84,True,False,high,summer_peak,False
F014334,SQ,Singapore Airlines,star,SQ9044,JFK,New York,NRT,Tokyo,2025-08-31T01:25:00Z,2025-08-31T15:37:00Z,852,0,,0,Economy,1620.88,USD,4,B787-9,90,True,False,high,summer_peak,False
F014335,NH,ANA,star,NH5604;NH5990,JFK,New York,NRT,Tokyo,2025-08-31T02:25:00Z,2025-09-01T05:12:00Z,1607,1,DOH,98,Economy,1266.48,USD,5,A320neo,81,False,True,high,summer_peak,False
F014336,BA,British Airways,oneworld,BA9474;BA3410,JFK,New York,NRT,Tokyo,2025-08-31T00:25:00Z,2025-09-01T02:35:00Z,1570,1,DXB,67,Premium Economy,1992.99,USD,4,A321neo,76,True,False,high,summer_peak,False
F014337,JL,Japan Airlines,oneworld,JL8112;JL1452,JFK,New York,NRT,Tokyo,2025-08-31T02:25:00Z,2025-09-01T02:46:00Z,1461,1,IST,106,Economy,1337.68,USD,3,A321neo,78,True,False,high,summer_peak,False
F014338,JL,Japan Airlines,oneworld,JL4415,AMS,Amsterdam,ICN,Seoul,2026-04-09T22:00:00Z,2026-04-10T09:21:00Z,681,0,,0,Business,4385.33,USD,2,B767-300,85,True,True,high,spring_break,True
F014339,KE,Korean Air,skyteam,KE8855,AMS,Amsterdam,ICN,Seoul,2026-04-09T21:30:00Z,2026-04-10T08:51:00Z,681,0,,0,Economy,1163.61,USD,2,A350-900,81,False,False,high,spring_break,True
F014340,EK,Emirates,none,EK1769;EK1350,AMS,Amsterdam,ICN,Seoul,2026-04-09T23:30:00Z,2026-04-11T01:12:00Z,1542,1,LAX,69,Premium Economy,1561.77,USD,6,B777-300ER,80,True,False,high,spring_break,True
F014341,DL,Delta,skyteam,DL9849;DL7584,AMS,Amsterdam,ICN,Seoul,2026-04-09T23:30:00Z,2026-04-10T23:21:00Z,1431,1,JFK,82,Economy,896.58,USD,2,E190,78,False,False,high,spring_break,True
F014342,SQ,Singapore Airlines,star,SQ6699;SQ1686,AMS,Amsterdam,ICN,Seoul,2026-04-09T23:30:00Z,2026-04-10T23:37:00Z,1447,1,SIN,233,Economy,790.97,USD,7,A380-800,80,False,False,high,spring_break,True
F014343,LH,Lufthansa,star,LH3541;LH8211,AMS,Amsterdam,ICN,Seoul,2026-04-09T23:30:00Z,2026-04-10T15:36:00Z,966,1,IST,129,Economy,860.11,USD,4,B737-800,76,True,False,high,spring_break,True
F014344,TG,Thai Airways,star,TG245;TG4929;TG4542,LIS,Lisbon,SYD,Sydney,2025-12-19T09:10:00Z,2025-12-20T20:34:00Z,2124,2,DOH;IST,241,Economy,1911.78,USD,3,B787-9,66,False,False,peak,year_end_holidays,True
F014345,QF,Qantas,oneworld,QF5039;QF5125,LIS,Lisbon,SYD,Sydney,2025-12-19T09:40:00Z,2025-12-20T11:50:00Z,1570,1,CDG,110,Business,10161.92,USD,3,B737-800,77,True,True,peak,year_end_holidays,True
F014346,AA,American Airlines,oneworld,AA3975;AA3438,LIS,Lisbon,SYD,Sydney,2025-12-19T10:10:00Z,2025-12-20T14:07:00Z,1677,1,LHR,204,Economy,2512.04,USD,3,A380-800,70,False,False,peak,year_end_holidays,True
F014347,BA,British Airways,oneworld,BA6934,BOM,Mumbai,IST,Istanbul,2025-05-27T23:50:00Z,2025-05-28T06:32:00Z,402,0,,0,Economy,565.2,USD,8,A330-300,91,True,False,medium,shoulder,False
F014348,QF,Qantas,oneworld,QF7779,BOM,Mumbai,IST,Istanbul,2025-05-28T00:50:00Z,2025-05-28T07:32:00Z,402,0,,0,First,3086.66,USD,5,A321neo,93,True,True,medium,shoulder,False
F014349,EK,Emirates,none,EK1119,BOM,Mumbai,IST,Istanbul,2025-05-28T01:20:00Z,2025-05-28T08:02:00Z,402,0,,0,Economy,592.12,USD,5,A350-900,90,False,False,medium,shoulder,False
F014350,SQ,Singapore Airlines,star,SQ9075;SQ1841;SQ5257,BOM,Mumbai,IST,Istanbul,2025-05-27T23:20:00Z,2025-05-29T01:52:00Z,1592,2,DOH;ICN,179,Premium Economy,628.24,USD,5,A380-800,78,True,False,medium,shoulder,False
F014351,LH,Lufthansa,star,LH9436;LH1483,BOM,Mumbai,IST,Istanbul,2025-05-27T23:20:00Z,2025-05-28T18:26:00Z,1146,1,ICN,57,Business,1145.21,USD,5,B767-300,79,True,True,medium,shoulder,False
F014352,TG,Thai Airways,star,TG6637;TG7968,FCO,Rome,LIS,Lisbon,2026-06-05T09:45:00Z,2026-06-06T01:11:00Z,926,1,DOH,109,Economy,233.42,USD,6,B737-800,82,True,False,high,summer_peak,False
F014353,QR,Qatar Airways,oneworld,QR5439;QR1996;QR6039,FCO,Rome,LIS,Lisbon,2026-06-05T11:15:00Z,2026-06-07T05:29:00Z,2534,2,NRT;LAX,331,Economy,195.37,USD,4,A350-900,76,False,False,high,summer_peak,False
F014354,DL,Delta,skyteam,DL3399;DL8966,FCO,Rome,LIS,Lisbon,2026-06-05T09:15:00Z,2026-06-06T02:34:00Z,1039,1,DXB,174,Economy,239.15,USD,3,A321neo,79,True,False,high,summer_peak,False
F014355,EK,Emirates,none,EK4299;EK7088;EK6807,FCO,Rome,LIS,Lisbon,2026-06-05T09:45:00Z,2026-06-06T17:26:00Z,1901,2,HKG;IST,245,Economy,246.63,USD,3,E190,80,False,False,high,summer_peak,False
F014356,BA,British Airways,oneworld,BA9622,BKK,Bangkok,GIG,Rio de Janeiro,2025-09-27T09:45:00Z,2025-09-28T06:31:00Z,1246,0,,0,Economy,1434.04,USD,6,E190,87,True,False,medium,shoulder,False
F014357,NH,ANA,star,NH3549,BKK,Bangkok,GIG,Rio de Janeiro,2025-09-27T10:15:00Z,2025-09-28T07:01:00Z,1246,0,,0,First,10835.08,USD,8,E190,90,True,True,medium,shoulder,False
F014358,TG,Thai Airways,star,TG7911,BKK,Bangkok,GIG,Rio de Janeiro,2025-09-27T09:15:00Z,2025-09-28T06:01:00Z,1246,0,,0,Economy,1585.8,USD,4,A330-300,90,True,True,medium,shoulder,False
F014359,TK,Turkish Airlines,star,TK9395;TK4421,BKK,Bangkok,GIG,Rio de Janeiro,2025-09-27T09:15:00Z,2025-09-28T16:25:00Z,1870,1,JFK,165,Premium Economy,2487.94,USD,5,A321neo,78,True,False,medium,shoulder,False
F014360,QF,Qantas,oneworld,QF6430;QF2444,BKK,Bangkok,GIG,Rio de Janeiro,2025-09-27T11:45:00Z,2025-09-28T14:17:00Z,1592,1,HKG,61,Business,4185.43,USD,9,E190,86,True,True,medium,shoulder,False
F014361,UA,United Airlines,star,UA5204;UA8361,BKK,Bangkok,GIG,Rio de Janeiro,2025-09-27T09:45:00Z,2025-09-28T12:53:00Z,1628,1,HKG,97,Economy,1086.48,USD,8,A380-800,85,True,False,medium,shoulder,False
F014362,AA,American Airlines,oneworld,AA229;AA5740,BKK,Bangkok,GIG,Rio de Janeiro,2025-09-27T11:15:00Z,2025-09-28T19:35:00Z,1940,1,JFK,235,Premium Economy,1986.63,USD,8,B777-300ER,86,True,False,medium,shoulder,False
F014363,AF,Air France,skyteam,AF5376,SIN,Singapore,FRA,Frankfurt,2026-05-03T10:50:00Z,2026-05-04T00:20:00Z,810,0,,0,Economy,1085.85,USD,7,A321neo,88,True,False,medium,shoulder,False
F014364,NH,ANA,star,NH3560,SIN,Singapore,FRA,Frankfurt,2026-05-03T10:50:00Z,2026-05-04T00:20:00Z,810,0,,0,Business,4035.6,USD,4,A380-800,90,True,True,medium,shoulder,False
F014365,SQ,Singapore Airlines,star,SQ4391,SIN,Singapore,FRA,Frankfurt,2026-05-03T12:20:00Z,2026-05-04T01:50:00Z,810,0,,0,Economy,1098.13,USD,3,E190,90,False,False,medium,shoulder,False
F014366,JL,Japan Airlines,oneworld,JL3104;JL3896,SIN,Singapore,FRA,Frankfurt,2026-05-03T11:50:00Z,2026-05-04T04:23:00Z,993,1,DOH,104,Premium Economy,1602.17,USD,3,A321neo,87,True,False,medium,shoulder,False
F014367,EK,Emirates,none,EK6559;EK8677,SIN,Singapore,FRA,Frankfurt,2026-05-03T11:50:00Z,2026-05-04T22:25:00Z,2075,1,LAX,239,Economy,977.73,USD,4,B737-800,82,False,False,medium,shoulder,False
F014368,BA,British Airways,oneworld,BA4012;BA6840;BA4946,SIN,Singapore,FRA,Frankfurt,2026-05-03T12:20:00Z,2026-05-05T00:05:00Z,2145,2,LAX;LHR,263,Economy,724.24,USD,5,A321neo,74,False,False,medium,shoulder,False
F014369,SQ,Singapore Airlines,star,SQ5395;SQ794;SQ5391,SIN,Singapore,FRA,Frankfurt,2026-05-03T11:50:00Z,2026-05-04T23:44:00Z,2154,2,LAX;AMS,279,Economy,709.13,USD,9,B787-9,77,False,False,medium,shoulder,False
F014370,AI,Air India,star,AI8731,SFO,San Francisco,MEL,Melbourne,2025-08-12T22:30:00Z,2025-08-13T14:58:00Z,988,0,,0,Economy,1650.23,USD,3,A330-300,85,False,False,high,summer_peak,False
F014371,BA,British Airways,oneworld,BA6379,SFO,San Francisco,MEL,Melbourne,2025-08-12T22:30:00Z,2025-08-13T14:58:00Z,988,0,,0,Economy,1694.06,USD,3,B737-800,84,True,False,high,summer_peak,False
F014372,KL,KLM,skyteam,KL160;KL3549;KL6681,SFO,San Francisco,MEL,Melbourne,2025-08-13T00:30:00Z,2025-08-14T22:25:00Z,2755,2,FRA;LAX,294,Economy,992.68,USD,6,B777-300ER,70,False,False,high,summer_peak,False
F014373,AA,American Airlines,oneworld,AA7638;AA7279,SFO,San Francisco,MEL,Melbourne,2025-08-12T23:30:00Z,2025-08-14T09:40:00Z,2050,1,LHR,56,Premium Economy,2180.29,USD,6,A350-900,81,True,False,high,summer_peak,False
F014374,TG,Thai Airways,star,TG6608;TG4341,GIG,Rio de Janeiro,MAA,Chennai,2026-05-29T13:30:00Z,2026-05-30T12:48:00Z,1398,1,DXB,207,Economy,1033.8,USD,7,A380-800,79,False,False,medium,shoulder,False
F014375,NH,ANA,star,NH2631;NH8942,GIG,Rio de Janeiro,MAA,Chennai,2026-05-29T14:00:00Z,2026-05-31T01:15:00Z,2115,1,NRT,160,Premium Economy,2185.89,USD,3,A330-300,85,True,True,medium,shoulder,False
F014376,QR,Qatar Airways,oneworld,QR7593;QR1389,GIG,Rio de Janeiro,MAA,Chennai,2026-05-29T12:30:00Z,2026-05-30T15:34:00Z,1624,1,LHR,233,Economy,1196.44,USD,9,E190,85,False,True,medium,shoulder,False
F014377,KE,Korean Air,skyteam,KE1613;KE7286,GIG,Rio de Janeiro,MAA,Chennai,2026-05-29T12:30:00Z,2026-05-30T20:26:00Z,1916,1,HKG,233,Economy,1007.09,USD,7,A330-300,78,True,False,medium,shoulder,False
F014378,DL,Delta,skyteam,DL6902;DL608,SVO,Moscow,MEL,Melbourne,2025-07-21T16:10:00Z,2025-07-22T22:36:00Z,1826,1,LAX,59,Economy,1443.89,USD,4,A330-300,79,False,False,high,summer_peak,False
F014379,JL,Japan Airlines,oneworld,JL9276;JL716,SVO,Moscow,MEL,Melbourne,2025-07-21T17:10:00Z,2025-07-22T15:05:00Z,1315,1,SIN,150,Premium Economy,3201.9,USD,6,A321neo,78,True,False,high,summer_peak,False
F014380,SQ,Singapore Airlines,star,SQ9122;SQ163,SVO,Moscow,MEL,Melbourne,2025-07-21T16:10:00Z,2025-07-22T16:30:00Z,1460,1,IST,151,Business,5485.79,USD,3,E190,84,True,True,high,summer_peak,False
F014381,KE,Korean Air,skyteam,KE5547,SFO,San Francisco,GIG,Rio de Janeiro,2026-05-19T15:00:00Z,2026-05-20T04:57:00Z,837,0,,0,Economy,1040.95,USD,7,A321neo,86,False,False,medium,shoulder,False
F014382,AI,Air India,star,AI8869,SFO,San Francisco,GIG,Rio de Janeiro,2026-05-19T14:30:00Z,2026-05-20T04:27:00Z,837,0,,0,Business,3676.26,USD,4,B767-300,90,True,True,medium,shoulder,False
F014383,TG,Thai Airways,star,TG4989,SFO,San Francisco,GIG,Rio de Janeiro,2026-05-19T14:00:00Z,2026-05-20T03:57:00Z,837,0,,0,Economy,1142.34,USD,6,A330-300,84,False,False,medium,shoulder,False
F014384,UA,United Airlines,star,UA591;UA5338,SFO,San Francisco,GIG,Rio de Janeiro,2026-05-19T14:30:00Z,2026-05-21T06:05:00Z,2375,1,HKG,136,Premium Economy,1372.94,USD,5,A321neo,84,True,False,medium,shoulder,False
F014385,LH,Lufthansa,star,LH1078;LH2060,SFO,San Francisco,GIG,Rio de Janeiro,2026-05-19T16:00:00Z,2026-05-20T19:15:00Z,1635,1,CDG,195,Business,2524.05,USD,6,B787-9,86,True,True,medium,shoulder,False
F014386,KL,KLM,skyteam,KL4888;KL9359,SFO,San Francisco,GIG,Rio de Janeiro,2026-05-19T15:30:00Z,2026-05-20T07:26:00Z,956,1,LAX,76,First,4349.09,USD,6,B737-800,81,True,True,medium,shoulder,False
F014387,LH,Lufthansa,star,LH2939,ICN,Seoul,AKL,Auckland,2026-04-12T10:35:00Z,2026-04-12T23:19:00Z,764,0,,0,Economy,1308.43,USD,7,A321neo,88,False,True,high,spring_break,True
F014388,BA,British Airways,oneworld,BA5877,ICN,Seoul,AKL,Auckland,2026-04-12T11:35:00Z,2026-04-13T00:19:00Z,764,0,,0,First,7606.56,USD,7,B777-300ER,88,True,True,high,spring_break,True
F014389,QR,Qatar Airways,oneworld,QR4053,ICN,Seoul,AKL,Auckland,2026-04-12T10:35:00Z,2026-04-12T23:19:00Z,764,0,,0,Economy,1494.74,USD,4,B777-300ER,88,False,False,high,spring_break,True
F014390,BA,British Airways,oneworld,BA5175;BA6211,ICN,Seoul,AKL,Auckland,2026-04-12T11:35:00Z,2026-04-13T15:00:00Z,1645,1,SFO,96,Premium Economy,1604.81,USD,5,B777-300ER,81,True,False,high,spring_break,True
F014391,NH,ANA,star,NH3666;NH8221,ICN,Seoul,AKL,Auckland,2026-04-12T10:35:00Z,2026-04-13T17:50:00Z,1875,1,DOH,177,Economy,1006.33,USD,3,A330-300,85,False,False,high,spring_break,True
F014392,DL,Delta,skyteam,DL3750,AKL,Auckland,LHR,London,2025-07-06T09:20:00Z,2025-07-07T08:57:00Z,1417,0,,0,Economy,1575.1,USD,9,A320neo,84,False,False,low,winter_low,False
F014393,UA,United Airlines,star,UA7914,AKL,Auckland,LHR,London,2025-07-06T09:20:00Z,2025-07-07T08:57:00Z,1417,0,,0,Economy,1849.24,USD,8,B737-800,84,False,False,low,winter_low,False
F014394,NH,ANA,star,NH7304;NH4015,AKL,Auckland,LHR,London,2025-07-06T06:50:00Z,2025-07-07T10:30:00Z,1660,1,FRA,168,Economy,1537.67,USD,8,B737-800,83,True,False,low,winter_low,False
F014395,EK,Emirates,none,EK6902;EK3936,AKL,Auckland,LHR,London,2025-07-06T07:20:00Z,2025-07-07T09:14:00Z,1554,1,FRA,62,Business,5487.92,USD,5,B737-800,86,True,True,low,winter_low,False
F014396,TG,Thai Airways,star,TG4450;TG2024;TG5709,AKL,Auckland,LHR,London,2025-07-06T07:20:00Z,2025-07-08T08:26:00Z,2946,2,JFK;ICN,265,Economy,935.81,USD,4,A330-300,72,True,True,low,winter_low,False
F014397,SQ,Singapore Airlines,star,SQ548;SQ2035;SQ4454,AKL,Auckland,LHR,London,2025-07-06T08:20:00Z,2025-07-07T20:25:00Z,2165,2,NRT;DXB,373,Premium Economy,2379.5,USD,9,E190,84,True,False,low,winter_low,False
F014398,JL,Japan Airlines,oneworld,JL2761;JL1098;JL1364,LIS,Lisbon,CPT,Cape Town,2025-10-05T18:40:00Z,2025-10-07T13:58:00Z,2598,2,HKG;NRT,323,Economy,653.2,USD,6,B737-800,81,True,True,medium,shoulder,False
F014399,JL,Japan Airlines,oneworld,JL9950;JL3680,LIS,Lisbon,CPT,Cape Town,2025-10-05T17:10:00Z,2025-10-06T11:20:00Z,1090,1,IST,138,Economy,659.1,USD,9,E190,88,True,False,medium,shoulder,False
F014400,JL,Japan Airlines,oneworld,JL166;JL3759;JL4149,LIS,Lisbon,CPT,Cape Town,2025-10-05T17:10:00Z,2025-10-07T02:59:00Z,2029,2,FRA;SIN,274,Economy,565.96,USD,5,B737-800,82,False,False,medium,shoulder,False
F014401,SQ,Singapore Airlines,star,SQ2638;SQ7206,LIS,Lisbon,CPT,Cape Town,2025-10-05T18:40:00Z,2025-10-07T01:18:00Z,1838,1,SIN,142,Economy,703.71,USD,6,A330-300,83,True,True,medium,shoulder,False
F014402,QR,Qatar Airways,oneworld,QR8000,DOH,Doha,GIG,Rio de Janeiro,2025-02-21T16:55:00Z,2025-02-22T07:59:00Z,904,0,,0,Economy,1297.7,USD,7,E190,93,True,True,low,winter_low,False
F014403,CX,Cathay Pacific,oneworld,CX2300,DOH,Doha,GIG,Rio de Janeiro,2025-02-21T16:55:00Z,2025-02-22T07:59:00Z,904,0,,0,First,6881.78,USD,8,A380-800,91,True,True,low,winter_low,False
F014404,AF,Air France,skyteam,AF8459,DOH,Doha,GIG,Rio de Janeiro,2025-02-21T16:25:00Z,2025-02-22T07:29:00Z,904,0,,0,Economy,961.97,USD,9,A380-800,90,False,False,low,winter_low,False
F014405,TK,Turkish Airlines,star,TK7924;TK6294,DOH,Doha,GIG,Rio de Janeiro,2025-02-21T17:25:00Z,2025-02-22T14:18:00Z,1253,1,AMS,88,Premium Economy,1483.76,USD,4,A380-800,86,True,True,low,winter_low,False
F014406,NH,ANA,star,NH5831;NH6256,DOH,Doha,GIG,Rio de Janeiro,2025-02-21T16:25:00Z,2025-02-22T13:01:00Z,1236,1,FRA,95,Economy,893.86,USD,5,B737-800,89,False,False,low,winter_low,False
F014407,QF,Qantas,oneworld,QF9479;QF111;QF137,DOH,Doha,GIG,Rio de Janeiro,2025-02-21T16:55:00Z,2025-02-22T18:13:00Z,1518,2,DXB;CDG,290,Business,2967.24,USD,7,B737-800,83,True,True,low,winter_low,False
F014408,AA,American Airlines,oneworld,AA6214;AA6235,DOH,Doha,GIG,Rio de Janeiro,2025-02-21T17:25:00Z,2025-02-23T03:47:00Z,2062,1,ICN,96,Economy,780.3,USD,7,E190,82,False,False,low,winter_low,False
F014409,AF,Air France,skyteam,AF2151;AF9998;AF9133,BOM,Mumbai,GIG,Rio de Janeiro,2025-11-20T13:55:00Z,2025-11-22T05:08:00Z,2353,2,IST;SFO,267,First,5501.52,USD,3,A330-300,76,True,True,medium,shoulder,False
F014410,UA,United Airlines,star,UA9135;UA6527,BOM,Mumbai,GIG,Rio de Janeiro,2025-11-20T13:55:00Z,2025-11-21T15:30:00Z,1535,1,LHR,221,Economy,1018.66,USD,6,A380-800,84,True,False,medium,shoulder,False
F014411,QF,Qantas,oneworld,QF1785,MEL,Melbourne,LHR,London,2025-06-03T15:05:00Z,2025-06-04T12:53:00Z,1308,0,,0,Economy,1952.39,USD,8,A320neo,92,True,False,low,winter_low,False
F014412,UA,United Airlines,star,UA8460,MEL,Melbourne,LHR,London,2025-06-03T16:05:00Z,2025-06-04T13:53:00Z,1308,0,,0,First,8493.42,USD,8,A321neo,86,True,True,low,winter_low,False
F014413,TK,Turkish Airlines,star,TK4125,MEL,Melbourne,LHR,London,2025-06-03T16:35:00Z,2025-06-04T14:23:00Z,1308,0,,0,Economy,1750.37,USD,5,A350-900,84,True,False,low,winter_low,False
F014414,CX,Cathay Pacific,oneworld,CX545;CX911;CX477,MEL,Melbourne,LHR,London,2025-06-03T14:35:00Z,2025-06-05T20:17:00Z,3222,2,CDG;SIN,226,Economy,998.21,USD,5,A330-300,79,False,False,low,winter_low,False
F014415,KE,Korean Air,skyteam,KE4434;KE4579,MEL,Melbourne,LHR,London,2025-06-03T15:05:00Z,2025-06-04T15:52:00Z,1487,1,HKG,130,Economy,1206.08,USD,5,B767-300,79,True,False,low,winter_low,False
F014416,KE,Korean Air,skyteam,KE7622,IST,Istanbul,AKL,Auckland,2026-03-21T20:05:00Z,2026-03-22T18:05:00Z,1320,0,,0,Economy,1900.14,USD,9,B777-300ER,90,False,False,medium,shoulder,False
F014417,AI,Air India,star,AI9934,IST,Istanbul,AKL,Auckland,2026-03-21T20:35:00Z,2026-03-22T18:35:00Z,1320,0,,0,Economy,1413.22,USD,4,B767-300,92,False,False,medium,shoulder,False
F014418,JL,Japan Airlines,oneworld,JL7175;JL786,IST,Istanbul,AKL,Auckland,2026-03-21T22:05:00Z,2026-03-22T23:09:00Z,1504,1,NRT,89,Economy,1552.32,USD,6,B777-300ER,83,True,False,medium,shoulder,False
F014419,QR,Qatar Airways,oneworld,QR6503;QR9594,IST,Istanbul,AKL,Auckland,2026-03-21T19:35:00Z,2026-03-22T21:24:00Z,1549,1,DOH,173,Economy,1310.23,USD,4,B787-9,84,True,False,medium,shoulder,False
F014420,QF,Qantas,oneworld,QF3800;QF4601,IST,Istanbul,AKL,Auckland,2026-03-21T21:35:00Z,2026-03-22T22:25:00Z,1490,1,SIN,130,Premium Economy,2881.51,USD,3,B787-9,86,True,False,medium,shoulder,False
F014421,CX,Cathay Pacific,oneworld,CX6497;CX6871,IST,Istanbul,AKL,Auckland,2026-03-21T19:35:00Z,2026-03-23T00:46:00Z,1751,1,SFO,76,Premium Economy,2868.66,USD,9,A320neo,89,True,True,medium,shoulder,False
F014422,QF,Qantas,oneworld,QF4835,SFO,San Francisco,IST,Istanbul,2026-05-18T08:25:00Z,2026-05-18T22:32:00Z,847,0,,0,Economy,1276.18,USD,3,B767-300,88,True,False,medium,shoulder,False
F014423,SQ,Singapore Airlines,star,SQ6031,SFO,San Francisco,IST,Istanbul,2026-05-18T05:55:00Z,2026-05-18T20:02:00Z,847,0,,0,Economy,1215.28,USD,5,A380-800,95,True,False,medium,shoulder,False
F014424,QR,Qatar Airways,oneworld,QR9545;QR5403,SFO,San Francisco,IST,Istanbul,2026-05-18T07:25:00Z,2026-05-19T01:13:00Z,1068,1,CDG,150,Economy,988.88,USD,6,B767-300,88,True,False,medium,shoulder,False
F014425,TG,Thai Airways,star,TG709;TG4185;TG7056,SFO,San Francisco,IST,Istanbul,2026-05-18T08:25:00Z,2026-05-19T17:09:00Z,1964,2,DXB;LHR,270,Economy,697.25,USD,3,A320neo,72,False,False,medium,shoulder,False
F014426,NH,ANA,star,NH3113;NH7109;NH8094,SFO,San Francisco,IST,Istanbul,2026-05-18T07:25:00Z,2026-05-19T22:37:00Z,2352,2,AMS;ICN,339,Economy,708.45,USD,3,E190,80,True,True,medium,shoulder,False
F014427,DL,Delta,skyteam,DL3154,MAA,Chennai,NRT,Tokyo,2025-12-30T10:10:00Z,2025-12-30T18:56:00Z,526,0,,0,Economy,1056.54,USD,4,B787-9,77,True,False,peak,year_end_holidays,True
F014428,DL,Delta,skyteam,DL5709,MAA,Chennai,NRT,Tokyo,2025-12-30T12:10:00Z,2025-12-30T20:56:00Z,526,0,,0,Business,3782.0,USD,4,B787-9,78,True,True,peak,year_end_holidays,True
F014429,AA,American Airlines,oneworld,AA1192,MAA,Chennai,NRT,Tokyo,2025-12-30T12:10:00Z,2025-12-30T20:56:00Z,526,0,,0,Economy,1254.52,USD,4,E190,82,False,False,peak,year_end_holidays,True
F014430,CX,Cathay Pacific,oneworld,CX1230;CX6900,MAA,Chennai,NRT,Tokyo,2025-12-30T11:40:00Z,2025-12-31T11:03:00Z,1403,1,IST,210,Business,3096.62,USD,4,A380-800,77,True,True,peak,year_end_holidays,True
F014431,AI,Air India,star,AI5656;AI7391;AI2571,MAA,Chennai,NRT,Tokyo,2025-12-30T10:10:00Z,2026-01-01T00:43:00Z,2313,2,AMS;LAX,276,Economy,612.11,USD,3,A380-800,69,True,False,peak,year_end_holidays,True
F014432,JL,Japan Airlines,oneworld,JL9604;JL1198,MAA,Chennai,NRT,Tokyo,2025-12-30T09:40:00Z,2025-12-31T11:59:00Z,1579,1,AMS,211,Business,3511.79,USD,2,A320neo,78,True,True,peak,year_end_holidays,True
F014433,JL,Japan Airlines,oneworld,JL8754,AMS,Amsterdam,SFO,San Francisco,2025-08-04T22:35:00Z,2025-08-05T10:13:00Z,698,0,,0,Economy,1239.23,USD,4,A380-800,88,False,True,high,summer_peak,False
F014434,AA,American Airlines,oneworld,AA599,AMS,Amsterdam,SFO,San Francisco,2025-08-04T21:35:00Z,2025-08-05T09:13:00Z,698,0,,0,Economy,1269.14,USD,2,A380-800,86,False,False,high,summer_peak,False
F014435,QF,Qantas,oneworld,QF7138;QF7708;QF8916,AMS,Amsterdam,SFO,San Francisco,2025-08-04T21:05:00Z,2025-08-06T05:29:00Z,1944,2,LHR;HKG,241,Premium Economy,1527.56,USD,4,B767-300,73,True,False,high,summer_peak,False
F014436,NH,ANA,star,NH6905;NH9927;NH4372,AMS,Amsterdam,SFO,San Francisco,2025-08-04T21:05:00Z,2025-08-06T13:41:00Z,2436,2,LAX;FRA,260,Economy,800.43,USD,2,A350-900,72,True,False,high,summer_peak,False
F014437,EK,Emirates,none,EK9886;EK863,AMS,Amsterdam,SFO,San Francisco,2025-08-04T22:35:00Z,2025-08-05T20:00:00Z,1285,1,IST,235,Economy,1093.14,USD,4,A321neo,81,False,False,high,summer_peak,False
F014438,AF,Air France,skyteam,AF175,AMS,Amsterdam,MAA,Chennai,2026-04-30T11:25:00Z,2026-04-30T21:55:00Z,630,0,,0,Economy,770.43,USD,7,A330-300,91,False,False,medium,shoulder,False
F014439,AA,American Airlines,oneworld,AA893,AMS,Amsterdam,MAA,Chennai,2026-04-30T11:25:00Z,2026-04-30T21:55:00Z,630,0,,0,Business,2746.53,USD,4,A380-800,87,True,True,medium,shoulder,False
